episode,time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4,cum_reward
1,0.06,3.73983089395e-08,3.41287565881e-08,0.00425032327902,3.95401819979e-05,6.28313476765,0.0,3.92021497307e-06,3.31051268584e-06,0.141669641977,0.00194557828359,-0.00258271029921,0.0,450.099640453,449.890629433,449.780141021,449.937638294,0
1,0.12000000000000001,-0.00730995583437,0.00152140793876,0.0122662476377,0.76836234786,2.15565357066,0.0,-0.402530733439,0.0579772858418,-0.0216005206336,-2.2060399722,-3.65991554064,0.0,602.921771902,307.68832843,499.748373467,296.717807299,0.00573224118303
1,0.18,-0.0496679731099,-0.00318078560434,0.0,0.979539584899,1.98281619832,0.0,-1.01779189456,-0.211642291054,-0.849541329979,-3.70370056308,-4.25425184977,0.0,480.150747208,415.62652902,503.277917914,369.997625168,0.0364503678613
2,0.06,-4.91405504252e-08,6.72534837018e-08,0.00428811481086,7.41164735603e-05,5.55441858001e-05,0.0,-4.71424295582e-06,6.37463531198e-06,0.142929236425,0.00359813330608,0.00271589578567,0.0,450.171389032,450.39103878,450.20316732,450.49412563,0
2,0.12000000000000001,-2.35216831045e-06,3.25429889666e-06,0.0171470121387,0.00056041848187,0.000360092532283,0.0,-9.77819343582e-05,0.000139253773195,0.285675025608,0.0158650564177,0.00942117181151,0.0,449.958823862,450.501147016,449.860428297,450.852352141,0.0057334117203
2,0.18,-1.84445943348e-05,2.80642146003e-05,0.0385630643368,0.00177951099791,0.000962147084187,0.0,-0.000501852694915,0.00080659942844,0.428149977329,0.0279972467217,0.0112330315568,0.0,450.184335475,450.330769282,449.815019562,450.796246529,0.0372671208307
2,0.23999999999999996,-7.24883890312e-05,0.00012322273969,0.0685245921424,0.0041119282589,0.001737741291,0.0,-0.00137823612483,0.00258887632437,0.570506112595,0.0546862954369,0.0161149664977,0.0,450.17114799,450.565827839,449.258653459,451.417794608,0.116716258719
2,0.3,-0.000197129869182,0.000384759390787,0.106997669244,0.00895770828216,0.00266250315014,0.0,-0.00287864457622,0.00659427248696,0.711849103025,0.108638993677,0.0139698781238,0.0,450.519784909,450.346233458,447.754953498,452.126520305,0.266200454516
2,0.36000000000000004,-0.000431451881099,0.00100948005775,0.153915678965,0.0185819611015,0.00348902154224,0.0,-0.00502168230611,0.0151716052128,0.85197863644,0.197727353571,0.0133833078172,0.0,450.352924612,450.30536768,446.055858319,453.289804351,0.507852450954
2,0.4200000000000001,-0.000812203445541,0.00238823781466,0.209226795892,0.036141061944,0.00421538430429,0.0,-0.00775228027904,0.0325342930978,0.991571641485,0.332022102125,0.00942070874848,0.0,450.653455505,450.332959317,444.219608561,455.156197483,0.863837500862
2,0.48000000000000015,-0.00137160952131,0.00523618611997,0.272865295659,0.0657462741747,0.00439618274622,0.0,-0.0109394134217,0.0653771433572,1.12944842995,0.520318921036,-0.0146178250867,0.0,451.265165221,449.320770141,441.925641086,457.34115255,1.35640123467
2,0.5400000000000001,-0.00212123771763,0.0107620070425,0.344730862392,0.111757668078,0.00293454480882,0.0,-0.0139444080638,0.123488778733,1.2655493098,0.764044726237,-0.0649564978669,0.0,452.533019663,448.462608263,439.786806587,459.903564556,2.00795470319
2,0.6000000000000002,-0.00300993878579,0.0208609689584,0.424692424439,0.179349335086,6.28173978882,0.0,-0.0152996902602,0.220034042038,1.39874474433,1.06997193754,-0.151585647098,0.0,454.439587019,447.434466073,437.985030316,463.504680105,2.84120623377
2,0.6600000000000003,-0.0106502095517,0.0400326337568,0.515525777502,0.533399646415,1.35841706533,0.0,-0.405243422929,0.432627193672,1.53821333705,-0.31035452363,-3.07848035924,0.0,608.202163916,393.507839535,549.46781851,449.276080622,3.8793605787
2,0.7200000000000003,-0.0556366818445,0.0684388365301,0.594108970143,0.632171306366,1.27362342699,0.0,-1.09193263169,0.520552377362,1.0861589607,-1.21197825333,-3.91609979612,0.0,490.708130467,410.810811286,470.226507226,393.729777112,5.14593323345
2,0.7800000000000004,-0.140599713436,0.103490331122,0.646448673529,0.796860480563,1.18872997337,0.0,-1.73722651157,0.656311100958,0.659749606359,-2.46750678255,-4.92801535785,0.0,495.595788466,392.695860996,477.415781991,365.755404826,6.65722631549
2,0.8400000000000004,-0.263841780229,0.148886974748,0.674229812894,0.786794842509,0.983677127701,0.0,-2.36151843795,0.86941646433,0.278278303555,-3.44023194062,-5.72926088021,0.0,498.342471425,404.543024316,473.936612067,382.250238041,8.42321870757
2,0.9000000000000005,-0.422787045788,0.20977685533,0.682586045057,0.61315422455,0.688919993116,0.0,-2.91778284424,1.16724142396,0.0248852613402,-3.9489908067,-6.33653003183,0.0,500.749364982,415.021738256,469.823609326,413.525770661,10.4550657152
2,0.9600000000000005,-0.611135544859,0.289490114203,0.681724540183,0.375612792069,0.331281540384,0.0,-3.32941823386,1.48193450983,-0.0235559544799,-4.02299051314,-6.77142628823,0.0,503.090646045,424.887619745,467.724877583,445.052197988,12.7661684698
2,1.0200000000000005,-0.81720294236,0.385629476573,0.683779783003,0.157721477012,6.21324248443,0.0,-3.49591028753,1.7022681538,0.109798135065,-3.70410348098,-7.01867297343,0.0,501.052376618,432.815526992,458.943445142,467.971651638,15.3732007341
2,1.0800000000000005,-1.03172862233,0.491371767159,0.699201386973,0.0282891908212,0.971021422893,0.0,-3.80273475892,1.801560561,0.349617212711,-4.51393054946,-10.0384707878,0.0,648.574605889,369.536514599,532.36459231,457.178307658,18.2963993615
2,1.1400000000000006,-1.27740765007,0.599070845316,0.717215837442,6.10771159345,0.378635576671,0.0,-4.34383570855,1.76995782485,0.298160656532,-3.93840089801,-10.3532901854,0.0,534.933699647,403.754634571,453.849176739,479.394070202,21.5586395958
2,1.2000000000000006,-1.55252161307,0.702690629629,0.744570000777,0.325429765094,0.660896605229,0.0,-4.87535032762,1.74967562027,0.579399693587,-1.89610291761,-12.7376643875,0.0,686.296311707,418.050746747,438.51646166,574.970855983,25.1763871115
2,1.2600000000000007,-1.86297517278,0.816204110163,0.784966668554,0.489410334224,0.276481728331,0.0,-5.43504551907,2.06202757307,0.784288379981,-0.66435801218,-14.3051430977,0.0,653.505627619,374.795770537,513.353758149,592.501229156,29.1613819568
2,1.3200000000000007,-2.19469697605,0.953070061375,0.83530081602,0.901833500813,6.01537416195,0.0,-5.56027287122,2.54805558675,0.875531559795,0.923973288503,-13.0033106897,0.0,532.681332314,438.43767884,435.886076504,552.822053131,33.5272170712
2,1.3800000000000008,-2.52482509064,1.12488620517,0.883385158177,1.20753150499,6.09380777569,0.0,-5.46858070221,3.19900345635,0.696589813681,-0.363049699619,-15.3255822218,0.0,665.755980735,295.005811538,467.191459947,353.352040505,38.2936213979
2,1.4400000000000008,-2.84985734736,1.33754283028,0.912152938924,1.94524428503,5.78755027601,0.0,-5.34628887498,3.89590904533,0.182177690984,-2.5589267003,-17.2951154515,0.0,665.410843819,219.477210707,494.714010598,288.548567864,43.4901765682
2,1.5000000000000009,-3.15847334566,1.58818217534,0.898396018317,2.08203582093,4.84472646108,0.0,-4.86917351716,4.38932528938,-0.62272038923,-3.94091009182,-18.1108466782,0.0,647.340187206,240.784730632,482.302521805,350.557306748,49.1509200245
2,1.560000000000001,-3.430820722,1.85102457912,0.843434781255,1.85310965547,3.76961160151,0.0,-4.24301328682,4.27456697353,-1.16886255993,-4.2234580324,-17.9078363489,0.0,617.354776594,281.201309916,453.975865017,411.859311671,55.3107191653
2,1.620000000000001,-3.67663058904,2.08999854774,0.760301234954,1.75405943893,2.783137377,0.0,-4.03765733844,3.64784573635,-1.60125583895,-3.3209138728,-17.2507935953,0.0,602.467709124,326.922499492,414.867914169,472.081465339,62.0044929915
2,1.680000000000001,-3.9297664572,2.28762727369,0.652327561345,2.25344965796,1.97231384311,0.0,-4.481820251,3.00294093826,-1.96861916272,-1.33393894712,-16.1645131768,0.0,595.425021271,396.396984431,377.768827054,529.470176887,69.2579457513
2,1.740000000000001,-4.22370006207,2.46230694015,0.521703731392,3.77410183994,1.19255300451,0.0,-5.32091671379,2.88669987231,-2.45960223245,1.70547438296,-15.1676887359,0.0,595.884719959,429.789819778,364.129060205,594.633992917,77.0813127145
2,1.8000000000000012,-4.56976757432,2.6247301248,0.353357641839,0.257751748822,0.427289191336,0.0,-6.17058155137,2.46718094093,-2.94293408182,5.64225095763,-14.3041941987,0.0,621.70575611,484.454857842,373.238713287,660.464348419,85.4761225684
2,1.8600000000000012,-4.9504763485,2.78729198094,0.184732274988,1.62034045458,5.86867943203,0.0,-6.386874768,3.12547486538,-2.79517972629,8.05667009499,-14.6877694802,0.0,660.443881053,452.960584148,432.330053341,635.635240775,94.4434375237
2,1.9200000000000013,-5.32695596489,2.99965643153,0.0,2.38506266392,6.00935841284,0.0,-6.20510001753,3.92591692837,-3.63377038322,9.2918833566,-17.2117070772,0.0,721.451886762,314.353546075,328.032145296,517.499136629,103.987701723
3,0.06,1.89221165037e-08,-6.30686227485e-09,0.00425121785108,6.28317743024,6.28316097988,0.0,1.93306084039e-06,-6.34909346696e-07,0.141699458168,-0.000395172553393,-0.0012290254615,0.0,449.771487869,449.671966374,450.166578989,450.134610075,0
3,0.12000000000000001,-3.77681828749e-05,0.000356281738699,0.0106122815922,0.109558044206,0.00854140631028,0.0,-0.00214606075727,0.0209685055125,0.0699805934667,-0.873606678516,-0.296719274042,0.0,438.922514643,413.660875754,370.083758031,270.595387293,0.00573226314432
3,0.18,-0.000282211042522,0.00381257590481,0.01908386444,0.0578798106713,6.27349502228,0.0,-0.00404786985865,0.0886064922951,0.212914975487,-0.844111345293,-0.324563610148,0.0,452.692985368,450.352628297,450.314192916,451.903537491,0.0370992663227
3,0.23999999999999996,-0.00775045855595,0.0117584606971,0.0313570175978,0.861292050408,2.15020754017,0.0,-0.406357713091,0.175531016945,0.0479118249146,-3.16903621797,-4.00148077556,0.0,604.747345238,307.474294,506.693955716,290.572576005,0.116287049239
3,0.3,-0.0505302782298,0.0137157581049,0.00952290764752,0.94896473168,1.94194234915,0.0,-1.02973807688,-0.0991451702212,-0.759390769336,-4.52237488308,-4.50399266884,0.0,478.544726656,418.894292441,501.474777975,374.126980755,0.265536884776
3,0.36000000000000004,-0.131432458595,0.00206593179087,0.0,0.892142065538,1.80963624529,0.0,-1.66988047304,-0.27956037827,-1.47857784725,-5.71951699278,-5.47690138354,0.0,489.329128426,381.811801659,492.106143465,362.247447225,0.496996671703
4,0.06,5.12165248593e-08,3.26108744437e-08,0.00426572209046,3.78492697575e-05,6.28311292559,0.0,5.49928418367e-06,3.16710005909e-06,0.142182885572,0.00186362968429,-0.00373557080619,0.0,449.869459397,449.566963786,450.376391804,450.527056626,0
4,0.12000000000000001,-0.00733100841891,0.00150658659338,0.0122958317702,0.766152127986,2.16453258038,0.0,-0.403409822944,0.0569793161339,-0.022546846576,-2.20304148067,-3.66854184426,0.0,603.097191383,307.12605557,499.920333612,297.388815405,0.00573272139563
4,0.18,-0.0496500733121,-0.00336616753473,0.0,0.976042652476,1.99366354267,0.0,-1.01564542004,-0.216675842017,-0.855287034472,-3.69763694805,-4.27668395932,0.0,481.018059098,415.29704966,503.183365365,370.200513542,0.0364482778642
5,0.06,4.41364107849e-08,2.28643402799e-08,0.00424671819817,2.69966420703e-05,6.28312437739,0.0,4.67822823383e-06,2.23824223742e-06,0.14154948432,0.00133505823057,-0.00312821137857,0.0,449.827008572,449.573685474,450.025549235,450.133570902,0
5,0.12000000000000001,-0.00731353984962,0.00151819271829,0.0122354713861,0.769682382101,2.15930722051,0.0,-0.402614142813,0.0576792273703,-0.0226671888285,-2.20856247709,-3.66354292374,0.0,602.729517537,306.937016052,499.98001084,296.869244947,0.00573212850051
5,0.18,-0.0496091293927,-0.00325720846157,0.0,0.981077139081,1.98843377367,0.0,-1.01556728026,-0.21400705449,-0.851708730813,-3.70699321274,-4.27001258839,0.0,480.429459431,414.812778776,503.048619289,369.589542304,0.0364483695856
6,0.06,-2.07119343701e-08,5.19881491933e-08,0.0042467607228,5.8621663575e-05,2.45472066256e-05,0.0,-2.03127095644e-06,4.97719867767e-06,0.14155090167,0.00286294083158,0.00121512831473,0.0,449.996499177,450.094824503,449.619236825,449.851060173,0
6,0.12000000000000001,-9.47487130846e-07,2.45267549012e-06,0.0170001512789,0.000354792125798,5.91429412999e-05,0.0,-3.47122117643e-05,0.000100682971807,0.283536814214,0.0087900804045,-0.000732184340605,0.0,450.268486134,450.110935916,449.687913195,450.167613387,0.00573212645012
6,0.18,-4.19363351231e-06,1.89372724194e-05,0.0382327119996,0.00131805935721,6.91233685925e-05,0.0,-7.17190144122e-05,0.000532494320122,0.424172797639,0.027626062842,0.00190556553467,0.0,449.719793239,449.933358279,448.836758781,450.362527089,0.0372594289065
6,0.23999999999999996,-1.06699690446e-05,8.80115103573e-05,0.0678937548385,0.00397554689917,0.000375487305591,0.0,-0.000167583209568,0.0020158216923,0.564468713357,0.0655991914532,0.0108418797216,0.0,449.374574534,450.098182844,448.152598575,451.229023715,0.11669381878
6,0.3,-3.15195491506e-05,0.000314668561218,0.105985834216,0.00944443201333,0.000942634644017,0.0,-0.000593309984023,0.00607250968759,0.705187447186,0.11871346811,0.00651776445303,0.0,449.995932508,449.645692719,448.002193742,452.305392822,0.266151919047
